"","RequestNumber","SampleTimeMS","Bytes","min","max","sd","fileName","createTimeX","totalClicks","rowsError","users","model","version","modelAlias","autounset","setDefaults","ramup","times","defaultVals","diffTimeMins","confPerHour","fileData","createTimeF","fileNameF","confPerHourF","usersF","diffTimeMinsF","totalClicksF","totalConf","fileDate"
"23",22,243,4927,243,243,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"24",23,250,5016,250,250,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"25",24,256,4991,256,256,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"26",25,269,5153,269,269,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"27",26,274,5082,274,274,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"28",27,283,5228,283,283,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"29",28,285,5156,285,285,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"30",29,288,5152,288,288,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"31",30,307,5197,307,307,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"32",31,325,5235,325,325,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"33",32,332,5690,332,332,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"34",33,339,5891,339,339,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"35",34,357,5598,357,357,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"36",35,365,5627,365,365,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"37",36,382,5676,382,382,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"38",37,405,5719,405,405,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"39",38,420,5752,420,420,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"40",39,440,5780,440,440,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"41",40,455,5804,455,455,0,"Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:39:23,41,0,"1","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","30","1","20",2.58333333333333,23.2258064516129,"Users: 1

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 30

 times: 30

 Errors: 0

 Clicks: 41

The test started at 2014-11-24 13:39:23 and finished at 2014-11-24 13:41:58

Therefore the total duration was around 3 minutes.

The number of configurations by hour was around 23 

","2014-11-24 13:39:23","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","23","1","3","41","1","Test_JT1_1_30_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:39:23"
"42",0,1511,5620.1,1458,1638,57.3604586995451,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"43",1,299.2,3640.2,275,411,40.4579342582446,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"44",2,235.2,3647.2,218,343,38.1890036528842,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"45",3,200.7,3590.7,193,212,5.77446486217073,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"46",4,132.8,3290.8,128,142,4.04969134626332,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"47",5,312.8,3364.2,305,330,7.16162613439775,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"48",6,319.4,3351.6,310,330,7.12117343638751,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"49",7,371.7,3317,366,379,4.32177946889678,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"50",8,528.8,3652.4,502,637,39.5384482357223,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"51",9,486.7,4123.3,460,608,45.0605765115756,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
"52",10,436.4,4243.3,428,448,6.78560567999972,"Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv",2014-11-24 13:42:06,410,0,"10","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_20_75","true","true","300","1","20",7.18333333333333,83.5266821345708,"Users: 10

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 20

 autounset: true

 setDefaults: true

 ramup: 300

 times: 300

 Errors: 0

 Clicks: 410

The test started at 2014-11-24 13:42:06 and finished at 2014-11-24 13:49:17

Therefore the total duration was around 7 minutes.

The number of configurations by hour was around 84 

","2014-11-24 13:42:06","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv","84","10","7","410","10","Test_JT1_10_300_1_KB_GCR_NW_CB.SIMPLE_20_75_140825.0_true_true.csv 
 2014-11-24 13:42:06"
